"ORPHA:58", "Alexander disease"
"ORPHA:156638", "Rare genetic endocrine disease"
"ORPHA:156629", "Rare genetic cause of hypertension"
"ORPHA:1373", "Cataract-aberrant oral frenula-growth delay syndrome"
"ORPHA:156622", "Genetic urogenital tract malformation"
"ORPHA:156619", "Rare genetic urogenital disease"
"ORPHA:1368", "Cataract-ataxia-deafness syndrome"
"ORPHA:156610", "Rare genetic respiratory disease"
"ORPHA:1366", "Autosomal recessive palmoplantar keratoderma and congenital alopecia"
"ORPHA:156607", "Genetic biliary tract disease"
"ORPHA:156604", "Genetic parenchymatous liver disease"
"ORPHA:156601", "Rare genetic hepatic disease"
"ORPHA:156532", "Rare syndrome with cardiac malformations"
"ORPHA:156252", "Tracheal anomaly"
"ORPHA:1361", "Carnosinase deficiency"
"ORPHA:1393", "Cerebrocostomandibular syndrome"
"ORPHA:157823", "Klüver-Bucy syndrome"
"ORPHA:157826", "Congenital epulis"
"ORPHA:157808", "Congenital pseudoarthrosis of the limbs"
"ORPHA:1390", "Night blindness-skeletal anomalies-dysmorphism syndrome"
"ORPHA:157820", "Cold-induced sweating syndrome"
"ORPHA:1389", "Cortical blindness-intellectual disability-polydactyly syndrome"
"ORPHA:157798", "Hyperplastic polyposis syndrome"
"ORPHA:1388", "Catel-Manzke syndrome"
"ORPHA:157801", "Mesoaxial synostotic syndactyly with phalangeal reduction"
"ORPHA:1387", "Cataract-intellectual disability-hypogonadism syndrome"
"ORPHA:157791", "Epithelioid hemangioendothelioma"
"ORPHA:157794", "Hereditary mixed polyposis syndrome"
"ORPHA:157769", "Situs ambiguus"
"ORPHA:157788", "Hypospadias-hypertelorism-coloboma and deafness syndrome"
"ORPHA:157716", "Late infantile CACH syndrome"
"ORPHA:1381", "Cataract-intellectual disability-anal atresia-urinary defects syndrome"
"ORPHA:157719", "Juvenile or adult CACH syndrome"
"ORPHA:1380", "Cataract-nephropathy-encephalopathy syndrome"
"ORPHA:157713", "Congenital or early infantile CACH syndrome"
"ORPHA:156731", "Dyssegmental dysplasia, Rolland-Desbuquois type"
"ORPHA:1377", "Cataract-microcornea syndrome"
"ORPHA:157215", "Hereditary hypophosphatemic rickets with hypercalciuria"
"ORPHA:1325", "Camptodactyly-taurinuria syndrome"
"ORPHA:156159", "Isolated dystonia"
"ORPHA:1326", "Camptodactyly syndrome, Guadalajara type 2"
"ORPHA:156156", "Lipoatrophy with diabetes, leukomelanodermic papules, liver steatosis, and hypertrophic cardiomyopathy"
"ORPHA:156165", "Retinal ciliopathy"
"ORPHA:1327", "Camptodactyly syndrome, Guadalajara type 1"
"ORPHA:156162", "Nephropathy-associated ciliopathy"
"ORPHA:1328", "Camurati-Engelmann disease"
"ORPHA:156146", "Predominantly small-vessel vasculitis"
"ORPHA:1321", "Camptodactyly-fibrous tissue hyperplasia-skeletal dysplasia syndrome"
"ORPHA:156143", "Predominantly medium-vessel vasculitis"
"ORPHA:1323", "Camptodactyly-joint contractures-facial skeletal defects syndrome"
"ORPHA:156152", "Anti-neutrophil cytoplasmic antibody-associated vasculitis"
"ORPHA:156149", "Immune complex mediated vasculitis"
"ORPHA:1314", "Symmetrical thalamic calcifications"
"ORPHA:156071", "OBSOLETE: Keratoconus"
"ORPHA:156005", "Primary early-onset glaucoma"
"ORPHA:1317", "CAMFAK syndrome"
"ORPHA:156140", "Predominantly large-vessel vasculitis"
"ORPHA:1318", "Campomelia, Cumming type"
"ORPHA:1319", "Camptobrachydactyly"
"ORPHA:155889", "Coloboma of inferior eyelid"
"ORPHA:1305", "Feingold syndrome"
"ORPHA:1307", "Distal limb deficiencies-micrognathia syndrome"
"ORPHA:155884", "Coloboma of superior eyelid"
"ORPHA:155899", "Mandibulofacial dysostosis"
"ORPHA:155896", "Otomandibular dysplasia"
"ORPHA:1313", "Infantile choroidocerebral calcification syndrome"
"ORPHA:156237", "Syndrome or malformation associated with head and neck malformations"
"ORPHA:1350", "Heart-hand syndrome type 2"
"ORPHA:156243", "Pinnae and external auditory canal anomaly"
"ORPHA:156246", "Nose and cavum anomaly"
"ORPHA:1355", "Congenital heart defect-round face-developmental delay syndrome"
"ORPHA:1352", "Atrioventricular defect-blepharophimosis-radial and anal defect syndrome"
"ORPHA:156249", "Larynx anomaly"
"ORPHA:156212", "Hypoglossia/aglossia"
"ORPHA:1342", "Heart-hand syndrome type 3"
"ORPHA:156215", "Oromandibular-limb anomalies syndrome"
"ORPHA:156224", "Paralytic facial malformation"
"ORPHA:1345", "Cardiomyopathy-cataract-hip spine disease syndrome"
"ORPHA:156230", "Facial arteriovenous malformation"
"ORPHA:156180", "Retinal ciliopathy due to mutation in nephronophthisis gene"
"ORPHA:1338", "Heart defect-tongue hamartoma-polysyndactyly syndrome"
"ORPHA:156183", "Retinal ciliopathy due to mutation in Bardet-Biedl gene"
"ORPHA:156202", "Otomandibular dysplasia associated with monogenic syndromes"
"ORPHA:1340", "Cardiofaciocutaneous syndrome"
"ORPHA:1339", "OBSOLETE: Cranioacrofacial syndrome"
"ORPHA:156207", "Macroglossia"
"ORPHA:156168", "Retinal ciliopathy due to mutation in the retinitis pigmentosa-1 gene"
"ORPHA:2856", "Persistent Müllerian duct syndrome"
"ORPHA:156171", "Retinal ciliopathy due to mutation in the RPGR gene"
"ORPHA:156174", "Retinal ciliopathy due to mutation in the RPGRIP gene"
"ORPHA:1336", "Hyperkeratosis-hyperpigmentation syndrome"
"ORPHA:156177", "Retinal ciliopathy due to mutation in Usher gene"
"ORPHA:1335", "Pentalogy of Cantrell"
"ORPHA:1683", "Distichiasis-congenital heart defects-peripheral vascular anomalies syndrome"
"ORPHA:1682", "Arterial dissection-lentiginosis syndrome"
"ORPHA:1678", "Dincsoy-Salih-Patel syndrome"
"ORPHA:1757", "Fibular dimelia-diplopodia syndrome"
"ORPHA:1756", "Caudal duplication"
"ORPHA:1767", "Familial progressive vestibulocochlear dysfunction"
"ORPHA:1765", "Dyschondrosteosis-nephritis syndrome"
"ORPHA:140162", "Inherited cancer-predisposing syndrome"
"ORPHA:1766", "Dysequilibrium syndrome"
"ORPHA:1777", "Temtamy syndrome"
"ORPHA:1780", "Thakker-Donnai syndrome"
"ORPHA:1772", "45,X/46,XY mixed gonadal dysgenesis"
"ORPHA:1784", "Acrofrontofacionasal dysostosis"
"ORPHA:1782", "Dysosteosclerosis"
"ORPHA:1790", "Hypomandibular faciocranial dysostosis"
"ORPHA:1792", "Humerospinal dysostosis"
"ORPHA:1786", "Acrofacial dysostosis, Catania type"
"ORPHA:1788", "Acrofacial dysostosis, Rodríguez type"
"ORPHA:859", "Transcobalamin deficiency"
"ORPHA:139441", "Hypomyelination with atrophy of basal ganglia and cerebellum"
"ORPHA:3196", "Steroid dehydrogenase deficiency-dental anomalies syndrome"
"ORPHA:139444", "Leukoencephalopathy with bilateral anterior temporal lobe cysts"
"ORPHA:139447", "Progressive cavitating leukoencephalopathy"
"ORPHA:1573", "Hypotrichosis with juvenile macular degeneration"
"ORPHA:726", "Alpers-Huttenlocher syndrome"
"ORPHA:139450", "Microtia-eye coloboma-imperforation of the nasolacrimal duct syndrome"
"ORPHA:139455", "Autosomal recessive bestrophinopathy"
"ORPHA:1575", "OBSOLETE: Infantile striatothalamic degeneration"
"ORPHA:1574", "Retinal degeneration-nanophthalmos-glaucoma syndrome"
"ORPHA:139466", "SERKAL syndrome"
"ORPHA:1577", "OBSOLETE: Infantile thalamic degeneration"
"ORPHA:1596", "Distal monosomy 15q"
"ORPHA:139471", "Microphthalmia with brain and digit anomalies"
"ORPHA:139474", "17q11.2 microduplication syndrome"
"ORPHA:139477", "Al-Gazali-Dattani syndrome"
"ORPHA:1617", "2q24 microdeletion syndrome"
"ORPHA:1606", "1p36 deletion syndrome"
"ORPHA:139480", "Autosomal recessive spastic paraplegia type 39"
"ORPHA:1647", "Oculocerebrocutaneous syndrome"
"ORPHA:139485", "Autosomal recessive ataxia due to ubiquinone deficiency"
"ORPHA:139491", "Hemochromatosis type 4"
"ORPHA:1653", "Dentin dysplasia"
"ORPHA:1651", "OBSOLETE: Dennis-Cohen syndrome"
"ORPHA:139507", "African iron overload"
"ORPHA:1654", "OBSOLETE: Natal teeth-intestinal pseudoobstruction-patent ductus syndrome"
"ORPHA:139515", "Charcot-Marie-Tooth disease type 4J"
"ORPHA:139512", "Neuropathy with hearing impairment"
"ORPHA:1657", "Dermatoosteolysis, Kirghizian type"
"ORPHA:139525", "Distal hereditary motor neuropathy type 2"
"ORPHA:1658", "Absence of fingerprints-congenital milia syndrome"
"ORPHA:139518", "Distal hereditary motor neuropathy type 1"
"ORPHA:1659", "Dermatoleukodystrophy"
"ORPHA:139547", "Distal spinal muscular atrophy type 3"
"ORPHA:139536", "Distal hereditary motor neuropathy type 5"
"ORPHA:1660", "Dermoodontodysplasia"
"ORPHA:139557", "X-linked distal spinal muscular atrophy type 3"
"ORPHA:1661", "X-linked corneal dermoid"
"ORPHA:1662", "Restrictive dermopathy"
"ORPHA:139552", "Distal hereditary motor neuropathy, Jerash type"
"ORPHA:139573", "Hereditary sensory and autonomic neuropathy with deafness and global delay"
"ORPHA:1665", "Sporadic fetal brain disruption sequence"
"ORPHA:139564", "Hereditary sensory and autonomic neuropathy type 1B"
"ORPHA:139583", "X-linked hereditary sensory and autonomic neuropathy with deafness"
"ORPHA:1667", "Wolcott-Rallison syndrome"
"ORPHA:139578", "Mutilating hereditary sensory neuropathy with spastic paraplegia"
"ORPHA:139589", "Distal hereditary motor neuropathy type 7"
"ORPHA:1671", "Diastematomyelia"
"ORPHA:1674", "Digitorenocerebral syndrome"
"ORPHA:140917", "Stapes ankylosis with broad thumbs and toes"
"ORPHA:1548", "Cryptorchidism-arachnodactyly-intellectual disability syndrome"
"ORPHA:1547", "Cryptomicrotia-brachydactyly-excess fingertip arch syndrome"
"ORPHA:140922", "Titin-related  limb-girdle muscular dystrophy R10"
"ORPHA:1545", "Crisponi syndrome"
"ORPHA:140905", "Hyperlipidemia due to hepatic triacylglycerol lipase deficiency"
"ORPHA:1540", "Jackson-Weiss syndrome"
"ORPHA:1535", "Craniosynostosis-dysmorphism-brachydactyly syndrome"
"ORPHA:140908", "Brachydactyly type B2"
"ORPHA:1533", "Craniosynostosis-fibular aplasia syndrome"
"ORPHA:140874", "Joubert syndrome and related disorders"
"ORPHA:140896", "Acute respiratory coronavirus infection"
"ORPHA:1532", "Gómez-López-Hernández syndrome"
"ORPHA:140952", "Syndactyly-telecanthus-anogenital and renal malformations syndrome"
"ORPHA:140957", "Autosomal dominant macrothrombocytopenia"
"ORPHA:140944", "CLOVES syndrome"
"ORPHA:140949", "Low-flow priapism"
"ORPHA:1555", "Cutis gyrata-acanthosis nigricans-craniosynostosis syndrome"
"ORPHA:140936", "Lelis syndrome"
"ORPHA:140941", "Short stature due to primary acid-labile subunit deficiency"
"ORPHA:1553", "Curry-Jones syndrome"
"ORPHA:140927", "Benign familial neonatal-infantile seizures"
"ORPHA:140933", "Linear atrophoderma of Moulin"
"ORPHA:140989", "Primary angiitis of the central nervous system"
"ORPHA:1566", "Dandy-Walker malformation-postaxial polydactyly syndrome"
"ORPHA:140976", "RHYNS syndrome"
"ORPHA:1563", "Dahlberg-Borer-Newcomer syndrome"
"ORPHA:140969", "Saldino-Mainzer syndrome"
"ORPHA:140966", "Palmoplantar keratoderma, Nagashima type"
"ORPHA:1562", "Dacryocystitis-osteopoikilosis syndrome"
"ORPHA:140963", "Bilateral microtia-deafness-cleft palate syndrome"
"ORPHA:1557", "Cutis verticis gyrata-intellectual disability syndrome"
"ORPHA:141046", "Cervical dermoid cyst"
"ORPHA:382", "Guanidinoacetate methyltransferase deficiency"
"ORPHA:742", "Prolidase deficiency"
"ORPHA:141037", "Fourth branchial cleft anomaly"
"ORPHA:141030", "Third branchial cleft anomaly"
"ORPHA:141022", "Second branchial cleft anomaly"
"ORPHA:1979", "Lipodystrophy due to peptidic growth factors deficiency"
"ORPHA:141013", "First branchial cleft anomaly"
"ORPHA:1571", "Knobloch syndrome"
"ORPHA:141007", "Orofaciodigital syndrome type 9"
"ORPHA:1551", "Familial benign copper deficiency"
"ORPHA:1568", "X-linked intellectual disability-Dandy-Walker malformation-basal ganglia disease-seizures syndrome"
"ORPHA:141000", "Orofaciodigital syndrome type 11"
"ORPHA:140997", "Orofaciodigital syndrome"
"ORPHA:1569", "De Sanctis-Cacchione syndrome"
"ORPHA:1499", "OBSOLETE: Cortada-Koussef-Matsumoto syndrome"
"ORPHA:140432", "OBSOLETE: Hereditary iron overload with anemia"
"ORPHA:1497", "X-linked complicated corpus callosum dysgenesis"
"ORPHA:140436", "Primary intraosseous venous malformation"
"ORPHA:140450", "OBSOLETE: Hereditary motor and sensory neuropathy"
"ORPHA:140453", "Autosomal dominant hereditary demyelinating motor and sensory neuropathy"
"ORPHA:1493", "Vici syndrome"
"ORPHA:140286", "Secondary hypoparathyroidism due to impaired parathormon secretion"
"ORPHA:1495", "Intellectual disability-hypoplastic corpus callosum-preauricular tag syndrome"
"ORPHA:140428", "OBSOLETE: Hereditary iron overload with neurologic manifestation"
"ORPHA:140468", "Autosomal recessive distal hereditary motor neuropathy"
"ORPHA:1509", "Coxopodopatellar syndrome"
"ORPHA:140471", "Hereditary sensory and autonomic neuropathy"
"ORPHA:1512", "Crane-Heise syndrome"
"ORPHA:140474", "Autosomal dominant hereditary sensory and autonomic neuropathy"
"ORPHA:140477", "Autosomal recessive hereditary sensory and autonomic neuropathy"
"ORPHA:1506", "Thin ribs-tubular bones-dysmorphism syndrome"
"ORPHA:140456", "Autosomal dominant hereditary axonal motor and sensory neuropathy"
"ORPHA:140459", "Autosomal recessive hereditary demyelinating motor and sensory neuropathy"
"ORPHA:140462", "OBSOLETE: X-linked recessive hereditary axonal motor and sensory neuropathy"
"ORPHA:1508", "Coxoauricular syndrome"
"ORPHA:140465", "Autosomal dominant distal hereditary motor neuropathy"
"ORPHA:1507", "Autosomal recessive Robinow syndrome"
"ORPHA:1517", "Hypertrichotic osteochondrodysplasia, Cantu type"
"ORPHA:140503", "OBSOLETE: Channelopathy"
"ORPHA:1519", "Hypertelorism, Teebi type"
"ORPHA:1520", "Craniofrontonasal dysplasia"
"ORPHA:1513", "Craniodiaphyseal dysplasia"
"ORPHA:1514", "Craniodigital-intellectual disability syndrome"
"ORPHA:140481", "Autosomal dominant slowed nerve conduction velocity"
"ORPHA:140500", "OBSOLETE: Neurological channelopathy"
"ORPHA:1515", "Cranioectodermal dysplasia"
"ORPHA:1516", "Craniofacial dyssynostosis"
"ORPHA:1526", "OBSOLETE: Craniosynostosis-synostoses-hypertensive nephropathy syndrome"
"ORPHA:1527", "Craniosynostosis, Philadelphia type"
"ORPHA:140653", "Neuro-ophthalmological disease"
"ORPHA:1528", "Craniotelencephalic dysplasia"
"ORPHA:1529", "Craniofacial-deafness-hand syndrome"
"ORPHA:1521", "Craniofrontonasal dysplasia-Poland anomaly syndrome"
"ORPHA:1522", "Craniometaphyseal dysplasia"
"ORPHA:1525", "Cranio-osteoarthropathy"
"ORPHA:1969", "Facial dysmorphism-anorexia-cachexia-eye and skin anomalies syndrome"
"ORPHA:1968", "Flat face-microstomia-ear anomaly syndrome"
"ORPHA:1970", "Facial dysmorphism-macrocephaly-myopia-Dandy-Walker malformation syndrome"
"ORPHA:1973", "Faciocardiorenal syndrome"
"ORPHA:1972", "Lethal faciocardiomelic dysplasia"
"ORPHA:1974", "Autosomal recessive faciodigitogenital syndrome"
"ORPHA:1962", "Exostoses-anetodermia-brachydactyly type E syndrome"
"ORPHA:1964", "Extrasystoles-short stature-hyperpigmentation-microcephaly syndrome"
"ORPHA:1822", "Dysplasia epiphysealis hemimelica"
"ORPHA:1824", "Lowry-Wood syndrome"
"ORPHA:1952", "Pacman dysplasia"
"ORPHA:1954", "Congenital lethal erythroderma"
"ORPHA:1955", "Spinocerebellar ataxia type 34"
"ORPHA:1956", "OBSOLETE: Erythromelalgia"
"ORPHA:1926", "Diabetic embryopathy"
"ORPHA:2209", "Maternal phenylketonuria"
"ORPHA:1927", "Emery-Nelson syndrome"
"ORPHA:1937", "Eng-Strom syndrome"
"ORPHA:1940", "Shoulder and thorax deformity-congenital heart disease syndrome"
"ORPHA:1920", "Toluene embryopathy"
"ORPHA:1919", "Phenobarbital embryopathy"
"ORPHA:1917", "Fetal methylmercury syndrome"
"ORPHA:1923", "Methimazole embryofetopathy"
"ORPHA:1912", "Fetal hydantoin syndrome"
"ORPHA:1918", "Fetal minoxidil syndrome"
"ORPHA:1911", "Cocaine embryofetopathy"
"ORPHA:1910", "Fetal iodine syndrome"
"ORPHA:1916", "Diethylstilbestrol syndrome"
"ORPHA:294", "Fetal cytomegalovirus syndrome"
"ORPHA:1914", "Vitamin K antagonist embryofetopathy"
"ORPHA:1913", "Fetal trimethadione syndrome"
"ORPHA:1896", "EEC syndrome"
"ORPHA:1897", "EEM syndrome"
"ORPHA:1908", "Aminopterin/methotrexate embryofetopathy"
"ORPHA:1909", "Indomethacin embryofetopathy"
"ORPHA:1906", "Fetal valproate syndrome"
"ORPHA:1888", "Ectrodactyly-ectodermal dysplasia without clefting syndrome"
"ORPHA:1889", "Ectrodactyly-cleft palate syndrome"
"ORPHA:1895", "Edinburgh malformation syndrome"
"ORPHA:1891", "Intellectual disability-spasticity-ectrodactyly syndrome"
"ORPHA:1892", "Ectrodactyly-polydactyly syndrome"
"ORPHA:1816", "Leukomelanoderma-infantilism-intellectual disability-hypodontia-hypotrichosis syndrome"
"ORPHA:1807", "Focal facial dermal dysplasia type III"
"ORPHA:1818", "Ectodermal dysplasia, trichoodontoonychial type"
"ORPHA:1883", "Ectodermal dysplasia-sensorineural deafness syndrome"
"ORPHA:1882", "Hypohidrotic ectodermal dysplasia-hypothyroidism-ciliary dyskinesia syndrome"
"ORPHA:1875", "Congenital muscular dystrophy-infantile cataract-hypogonadism syndrome"
"ORPHA:1873", "Jalili syndrome"
"ORPHA:1879", "Melorheostosis with osteopoikilosis"
"ORPHA:1867", "Hereditary bullous dystrophy, macular type"
"ORPHA:1872", "Cone rod dystrophy"
"ORPHA:1871", "Progressive cone dystrophy"
"ORPHA:1860", "Thanatophoric dysplasia type 1"
"ORPHA:1861", "Thoracic dysplasia-hydrocephalus syndrome"
"ORPHA:1865", "Dyssegmental dysplasia, Silverman-Handmaker type"
"ORPHA:1858", "Skeletal dysplasia-epilepsy-short stature syndrome"
"ORPHA:254", "Spondylometaphyseal dysplasia"
"ORPHA:1850", "Renal dysplasia-megalocystis-sirenomelia syndrome"
"ORPHA:1852", "X-linked retinal dysplasia"
"ORPHA:1842", "Bone dysplasia, lethal Holmgren type"
"ORPHA:1839", "Hereditary mucoepithelial dysplasia"
"ORPHA:1838", "Metaphyseal dysplasia without hypotrichosis"
"ORPHA:1837", "Ulna metaphyseal dysplasia syndrome"
"ORPHA:1836", "Mesomelic dysplasia, Kantaputra type"
"ORPHA:1834", "Axial mesodermal dysplasia spectrum"
"ORPHA:1831", "De Hauwere syndrome"
"ORPHA:1830", "Schimke immuno-osseous dysplasia"
"ORPHA:1825", "Epiphyseal dysplasia-hearing loss-dysmorphism syndrome"
"ORPHA:251", "Multiple epiphyseal dysplasia"
"ORPHA:1823", "OBSOLETE: Localized epiphyseal dysplasia"
"ORPHA:1811", "Odontomicronychial dysplasia"
"ORPHA:1812", "Ectodermal dysplasia-intellectual disability-central nervous system malformation syndrome"
"ORPHA:1808", "Hidrotic ectodermal dysplasia, Christianson-Fourie type"
"ORPHA:1809", "Hidrotic ectodermal dysplasia, Halal type"
"ORPHA:1804", "Dyssegmental dysplasia-glaucoma syndrome"
"ORPHA:1806", "Ectodermal dysplasia-blindness syndrome"
"ORPHA:1802", "Ghosal hematodiaphyseal dysplasia"
"ORPHA:1803", "Thoracomelic dysplasia"
"ORPHA:1800", "OBSOLETE: Craniofaciocervical osteoglyphic dysplasia"
"ORPHA:1801", "Kyphomelic dysplasia"
"ORPHA:1798", "Dysostosis, Stanescu type"
"ORPHA:1799", "Familial developmental dysphasia"
"ORPHA:1794", "Oculomaxillofacial dysostosis"
"ORPHA:2128", "Isolated hemihyperplasia"
"ORPHA:2129", "OBSOLETE: Hemihypertrophy-intestinal web-corneal opacity syndrome"
"ORPHA:2130", "Hemimelia"
"ORPHA:2136", "Hennekam syndrome"
"ORPHA:2138", "46,XX ovotesticular disorder of sex development"
"ORPHA:2139", "Hernández-Aguirre Negrete syndrome"
"ORPHA:2141", "Diaphragmatic defect-limb deficiency-skull defect syndrome"
"ORPHA:2143", "Donnai-Barrow syndrome"
"ORPHA:2145", "Craniosynostosis, Herrmann-Opitz type"
"ORPHA:2149", "Nodular neuronal heterotopia"
"ORPHA:2148", "Lissencephaly type 1 due to doublecortin gene mutation"
"ORPHA:158048", "Hemophagocytic syndrome associated with an infection"
"ORPHA:158057", "Acquired hemophagocytic lymphohistiocytosis associated with malignant disease"
"ORPHA:2108", "Hallermann-Streiff syndrome"
"ORPHA:158061", "Macrophage activation syndrome"
"ORPHA:2107", "Hall-Riggs syndrome"
"ORPHA:2110", "Hallux varus-preaxial polysyndactyly syndrome"
"ORPHA:2109", "Hallermann-Streiff-like syndrome"
"ORPHA:2112", "OBSOLETE: Follicular hamartoma-alopecia-cystic fibrosis syndrome"
